ID	Nome Parlamentar	Partido	UF	Está na Comissão?	Quer impeachment? 	Facebook	Twitter	Instagram	Email	Telefone Gabinete	Whats App		Foto	Endereço (Anexo)	Profissões	Cargo
233	JOÃO DANIEL	PT	SE	não	CONTRA	https://www.facebook.com/deputadojoaodaniel/	https://twitter.com/joaodanielpt		dep.joaodaniel@camara.leg.br	3215-5605			234.jpg	4	Agricultor	DF
234	JOÃO DERLY	REDE	RS	não	FAVOR	https://www.facebook.com/JoaoDerlyOficial	https://twitter.com/joaoderly	https://www.instagram.com/joaoderly/	dep.joaoderly@camara.leg.br	3215-5901			235.jpg	4		DF
235	JOÃO FERNANDO COUTINHO	PSB	PE	não	FAVOR	https://www.facebook.com/joaofernandocoutinho/	https://twitter.com/joaofernandope		dep.joaofernandocoutinho@camara.leg.br	32155567			236.jpg	3		DF
236	JOÃO GUALBERTO	PSDB	BA	não	FAVOR	https://www.facebook.com/JoaoGualbertoOficial			dep.joaogualberto@camara.leg.br	3215-5358			237.jpg	4		DF
237	JOÃO MARCELO SOUZA	PMDB	MA	sim	INDECISO	https://www.facebook.com/Jo%25C3%25A3o-Marcelo-1555-1648893302002419			dep.joaomarcelosouza@camara.leg.br	3215-5639			238.jpg	4	Psicólogo	DF
238	JOÃO PAULO PAPA	PSDB	SP	não	FAVOR	https://www.facebook.com/joaopaulopapaoficial/	https://twitter.com/joaoppapa	https://www.instagram.com/joaopaulopapaoficial/	dep.joaopaulopapa@camara.leg.br	3215-5476			239.jpg	3	Engenheiro,professor(a)	DF
239	JOÃO RODRIGUES	PSD	SC	não	FAVOR	https://www.facebook.com/JoaoRodriguesprincipal	https://twitter.com/joaorodriguessc	https://www.instagram.com/joaorodriguessc/	dep.joaorodrigues@camara.leg.br	3215-5503			240.jpg	4	Empresário, Radialista	DF
240	JOAQUIM PASSARINHO	PSD	PA	não	FAVOR	https://www.facebook.com/joaquimpassarinhooficial/	https://twitter.com/joaquimpassarin		dep.joaquimpassarinho@camara.leg.br	3215-5339			241.jpg	4	Arquiteto	DF
241	JONY MARCOS	PRB	SE	não	INDECISO	https://www.facebook.com/jony.marcos.1	https://twitter.com/dep_jonymarcos		dep.jonymarcos@camara.leg.br	3215-5807			242.jpg	4	Radialista	DF
242	JORGE BOEIRA	PP	SC	não	FAVOR	https://www.facebook.com/Deputado-Jorge-Boeira-118820584879830/	https://twitter.com/deputadoboeira		dep.jorgeboeira@camara.leg.br	3215-5342			243.jpg	4	Engenheiro Mecânico.	DF
243	JORGE CÔRTE REAL	PTB	PE	não	INDECISO	https://www.facebook.com/jorgecorterealpe/	https://twitter.com/jorgecortereal	https://www.instagram.com/jorgecreal/	dep.jorgecortereal@camara.leg.br	3215-5621			244.jpg	4	Engenheiro Civil	DF
244	JORGE SOLLA	PT	BA	não	CONTRA	https://www.facebook.com/depjorgesolla	https://twitter.com/depjorgesolla		dep.jorgesolla@camara.leg.br	3215-5571			245.jpg	3	Médico(a)	DF
245	JORGE TADEU MUDALEN	DEM	SP	não	FAVOR	https://www.facebook.com/deputadojorgetadeu/	https://twitter.com/jtadeumudalen	https://instagram.com/deputadojorgetadeu/	dep.jorgetadeumudalen@camara.leg.br	3215-5538			246.jpg	4	Engenheiro Civil	DF
246	JORGINHO MELLO	PR	SC	não	FAVOR	https://www.facebook.com/jorginhomello.sc/	https://twitter.com/jorginhomello		dep.jorginhomello@camara.leg.br	3215-5329			247.jpg	4	Advogado, Bancário	DF
247	JOSÉ AIRTON CIRILO	PT	CE	não	CONTRA	https://www.facebook.com/Joseairtoncirilo/	https://twitter.com/joseairtonpt		dep.joseairtoncirilo@camara.leg.br	3215-5319			248.jpg	4	Advogado e Engenheiro Civil	DF
248	JOSÉ AUGUSTO CURVO	PSD	MT	não					dep.joseaugustocurvo@camara.leg.br	3215-5658				4		DF
249	JOSÉ CARLOS ALELUIA	DEM	BA	não	FAVOR	https://www.facebook.com/josecarlosaleluia/	https://twitter.com/aleluiacosta	https://instagram.com/josecarlosaleluia/	dep.josecarlosaleluia@camara.leg.br	3215-5854			249.jpg	4	Professor Universitário e Engenheiro Elétrico	DF
250	JOSÉ CARLOS ARAÚJO	PR	BA	não	INDECISO	https://www.facebook.com/deputadojosecarlosaraujo/	https://twitter.com/depjosecarlos		dep.josecarlosaraujo@camara.leg.br	3215-5232			250.jpg	4	Administrador.	DF
251	JOSÉ FOGAÇA	PMDB	RS	não	FAVOR	https://www.facebook.com/josefogacapoa/	https://twitter.com/jose_fogaca	https://www.instagram.com/josefog/	dep.josefogaca@camara.leg.br	3215-5376			251.jpg	3		DF
252	JOSÉ GUIMARÃES	PT	CE	não	CONTRA	https://www.facebook.com/DeputadoJoseGuimaraes/	https://twitter.com/Dep_Guimaraes	https://www.instagram.com/guimaraes1322	dep.joseguimaraes@camara.leg.br	3215-5306			252.jpg	4	Advogado	DF
253	JOSÉ MENTOR	PT	SP	sim	CONTRA	https://www.facebook.com/JoseMentorPT/	https://twitter.com/jose_mentor		dep.josementor@camara.leg.br	3215-5502			253.jpg	4	Advogado	DF
254	JOSÉ NUNES	PSD	BA	não	INDECISO	https://www.facebook.com/deputadojosenunes	https://twitter.com/josenunesDep		dep.josenunes@camara.leg.br	3215-5728			254.jpg	4	Empresário	DF
255	JOSÉ OTÁVIO GERMANO	PP	RS	não	FAVOR	https://www.facebook.com/Jos%25C3%25A9-Ot%25C3%25A1vio-Germano-1427594324119758/	https://twitter.com/jotaviogermano		dep.joseotaviogermano@camara.leg.br	3215-5424			255.jpg	4	Advogado	DF
256	JOSÉ PRIANTE	PMDB	PA	não	CONTRA	https://www.facebook.com/AgoraePriante/	https://twitter.com/prianteoficial	https://www.instagram.com/prianteoficial/	dep.josepriante@camara.leg.br	3215-5752			256.jpg	4	Advogado	DF
257	JOSÉ REINALDO	PSB	MA	não	FAVOR				dep.josereinaldo@camara.leg.br	3215-5529			257.jpg	4	Administrador Público,engenheiro	DF
258	JOSÉ ROCHA	PR	BA	sim	INDECISO				dep.joserocha@camara.leg.br	3215-5908			258.jpg	4	Médico	DF
259	JOSE STÉDILE	PSB	RS	não	FAVOR	https://www.facebook.com/jose.stedile4080	https://twitter.com/josestedile	https://instagram.com/josestedile/	dep.josestedile@camara.leg.br	3215-5354			259.jpg	4	Administrador Público, Metalúrgico	DF
260	JOSI NUNES	PMDB	TO	não	INDECISO	https://www.facebook.com/josinunesto/	https://twitter.com/josinunesto	https://instagram.com/josinunesto/	dep.josinunes@camara.leg.br	3215-5950			260.jpg	4	Professora Universitária,psicóloga	DF
261	JOSUÉ BENGTSON	PTB	PA	não	FAVOR	https://www.facebook.com/JosueBengtsonUmsocoracao	https://twitter.com/josuebengtson	https://www.instagram.com/prjosuebengtson/	dep.josuebengtson@camara.leg.br	3215-5505			261.jpg	4	Pastor Evangélico	DF
262	JOVAIR ARANTES	PTB	GO	sim	INDECISO	https://www.facebook.com/jovairarantes1414	https://twitter.com/jovair1414	https://instagram.com/jovair_arantes	dep.jovairarantes@camara.leg.br	3215-5504			262.jpg	4	Cirurgião-dentista	DF
263	JOZI ARAÚJO	PTN	AP	não	INDECISO	https://www.facebook.com/deputadajozirocha/			dep.joziaraujo@camara.leg.br	3215-5309			263.jpg	4		DF
264	JÚLIA MARINHO	PSC	PA	não	INDECISO	https://www.facebook.com/Júlia-Marinho-762808637093675/			dep.juliamarinho@camara.leg.br	3215-5707			264.jpg	4		DF
265	JÚLIO CESAR	PSD	PI	sim	INDECISO	https://www.facebook.com/depfederaljuliocesar/	https://twitter.com/depjuliocesarpi		dep.juliocesar@camara.leg.br	3215-5944			265.jpg	4	Professor, Advogado e Produtor Rural	DF
266	JÚLIO DELGADO	PSB	MG	não	FAVOR	https://www.facebook.com/julio.delgado.1654	https://twitter.com/depjuliodelgado		dep.juliodelgado@camara.leg.br	3215-5323			266.jpg	4	Consultor e Advogado	DF
267	JULIO LOPES	PP	RJ	sim	FAVOR	https://www.facebook.com/juliolopesfanpagerj/	https://twitter.com/juliolopes_rj	https://www.instagram.com/juliolopes_rio/	dep.juliolopes@camara.leg.br	3215-5544			267.jpg	4	Administrador de Empresas, Professor	DF
268	JUNIOR MARRECA	PEN	MA	sim	CONTRA	https://www.facebook.com/juniormarrecaoficial	https://twitter.com/juniormarreca	https://www.instagram.com/juniormarreca/	dep.juniormarreca@camara.leg.br	3215-5537			268.jpg	4	Advogado(a)	DF
269	JUSCELINO FILHO	DEM	MA	não	INDECISO	https://www.facebook.com/DepJuscelinoFilho/	https://twitter.com/depjuscelino	https://www.instagram.com/juscelinofilho	dep.juscelinofilho@camara.leg.br	3215-5370			269.jpg	3	Empresário,médico(a)	DF
270	JUTAHY JUNIOR	PSDB	BA	sim	FAVOR	https://www.facebook.com/jutahymagalhaesjr	https://twitter.com/jotacosme		dep.jutahyjunior@camara.leg.br	3215-5407			270.jpg	4	Advogado	DF
271	KAIO MANIÇOBA	PMDB	PE	não	INDECISO	https://www.facebook.com/deputadokaiomanicoba	https://twitter.com/kaiocmmnf	https://instagram.com/dep.kaio	dep.kaiomanicoba@camara.leg.br	3215-5525			271.jpg	4		DF
272	KEIKO OTA	PSB	SP	não	FAVOR	https://www.facebook.com/keikootadeputada	https://twitter.com/keikoota_		dep.keikoota@camara.leg.br	3215-5523			272.jpg	4	Empresária, Escritor	DF
273	LAERCIO OLIVEIRA	SD	SE	não	FAVOR	https://www.facebook.com/deputadolaerciooliveira/	https://twitter.com/laerciofederal		dep.laerciooliveira@camara.leg.br	3215-5629			273.jpg	4	Administrador de Empresas	DF
274	LAERTE BESSA	PR	DF	não	FAVOR	https://www.facebook.com/Laerte-Bessa-449211941872123/	https://twitter.com/laerte_bessa		dep.laertebessa@camara.leg.br	3215-5340			274.jpg	4	Delegado de Polícia	DF
275	LAUDIVIO CARVALHO	SD	MG	não	FAVOR	https://www.facebook.com/Laudiviocarvalho/	https://twitter.com/laudivioc		dep.laudiviocarvalho@camara.leg.br	3215-5717			275.jpg	4	Jornalista	DF
276	LAURA CARNEIRO	PMDB	RJ	não	INDECISO	https://www.facebook.com/lauracarneirorio/	https://twitter.com/_lauracarneiro		dep.lauracarneiro@camara.leg.br	3215-5437			276.jpg	4	Advogada e Servidora Pública Federal	DF
277	LÁZARO BOTELHO	PP	TO	não	CONTRA	https://www.facebook.com/dep.lazaro/	https://twitter.com/lazarobotelho		dep.lazarobotelho@camara.leg.br	3215-5478			277.jpg	3	Empresário, Pecuarista	DF
278	LEANDRE	PV	PR	não	FAVOR	https://www.facebook.com/LeandreOficial/	https://twitter.com/leandredaideal		dep.leandre@camara.leg.br	3215-5454			278.jpg	4	Engenheira Civil	DF
279	LELO COIMBRA	PMDB	ES	não	FAVOR	https://www.facebook.com/falecomlelo	https://twitter.com/lelocoimbra_		dep.lelocoimbra@camara.leg.br	3215-5801			279.jpg	4	Médico	DF
280	LEO DE BRITO	PT	AC	não		https://www.facebook.com/leodopt1331/	https://twitter.com/leodopt	https://instagram.com/leodebritoacre/	dep.leodebrito@camara.leg.br	3215-5619			280.jpg	4	Advogado(a),professor de Direito	DF
281	LEONARDO MONTEIRO	PT	MG	não	CONTRA	https://www.facebook.com/depleomonteiro	https://twitter.com/depleomonteiro		dep.leonardomonteiro@camara.leg.br	3215-5922			281.jpg	4	Advogado	DF
282	LEONARDO PICCIANI	PMDB	RJ	sim	CONTRA	https://www.facebook.com/leonardopicciani15/	https://twitter.com/depleopicciani		dep.leonardopicciani@camara.leg.br	3215-5302			282.jpg	4	Agropecuarista e Bacharel de Direito.	DF
283	LEONARDO QUINTÃO	PMDB	MG	sim	CONTRA	https://www.facebook.com/deputadoleonardoquintao/	https://twitter.com/leonardoquintao	https://www.instagram.com/leonardoquintao/	dep.leonardoquintao@camara.leg.br	3215-5914			283.jpg	4	Empresário	DF
284	LEÔNIDAS CRISTINO	PDT	CE	não	FAVOR	https://www.facebook.com/9099leonidascristino	https://twitter.com/leonidas9099		dep.leonidascristino@camara.leg.br	3215-5948			284.jpg	4	Engenheiro Civil.	DF
285	LEOPOLDO MEYER	PSB	PR	não	CONTRA	https://www.facebook.com/MeyerFanPage/	https://twitter.com/leopoldo_meyer		dep.leopoldomeyer@camara.leg.br	3215-5233			285.jpg	4	Engenheiro Civil	DF
286	LINCOLN PORTELA	PRB	MG	não	CONTRA	https://www.facebook.com/deputadolincolnportela/	https://twitter.com/lincoln_portela		dep.lincolnportela@camara.leg.br	3215-5615			286.jpg	4	Radialista e Comunicador.	DF
287	LINDOMAR GARÇON	PRB	RO	não	CONTRA	https://www.facebook.com/LindomarGarcon1521/	https://twitter.com/depgarcon		dep.lindomargarcon@camara.leg.br	3215-5548			287.jpg	4	Comerciante	DF
288	LOBBE NETO	PSDB	SP	não	INDECISO	https://www.facebook.com/lobbenetopsdb/	https://twitter.com/lobbepsdb		dep.lobbeneto@camara.leg.br	3215-5275			288.jpg	3	Biomedico	DF
289	LUCAS VERGILIO	SD	GO	não	FAVOR	https://www.facebook.com/lucasvergilio7777	https://twitter.com/vergiliolucas77		dep.lucasvergilio@camara.leg.br	3215-5816			289.jpg	4	Administrador de Empresas,corretor de Seguros	DF
290	LUCIANA SANTOS	PCdoB	PE	não	INDECISO	https://www.facebook.com/deputadalucianaoficial		https://instagram.com/deputadaluciana/	dep.lucianasantos@camara.leg.br	3215-5524			290.jpg	4	Engenheiro Elétrico	DF
291	LUCIANO DUCCI	PSB	PR	não	CONTRA	https://www.facebook.com/LucianoDucci/	https://twitter.com/lucianoducci		dep.lucianoducci@camara.leg.br	3215-5427			291.jpg	4	Médico(a)	DF
292	LUCIO MOSQUINI	PMDB	RO	não	FAVOR	https://www.facebook.com/deputadoluciomosquini	https://twitter.com/luciomosquini	https://www.instagram.com/luciomosquini	dep.luciomosquini@camara.leg.br	3215-5581			292.jpg	3	Engenheiro Eletricista	DF
293	LÚCIO VALE	PR	PA	não	FAVOR	https://www.facebook.com/luciovale22/	https://twitter.com/LucioVale22		dep.luciovale@camara.leg.br	3215-5822			293.jpg	4	Administrador de Empresas	DF
294	LUCIO VIEIRA LIMA	PMDB	BA	sim	INDECISO	https://www.facebook.com/luciovieiralima			dep.luciovieiralima@camara.leg.br	3215-5612			294.jpg	4	Cacauicultor, Engenheiro Agrônomo, Pecuarista	DF
295	LUIS CARLOS HEINZE	PP	RS	não	FAVOR	https://www.facebook.com/deputadoheinze/	https://twitter.com/deputadoheinze		dep.luiscarlosheinze@camara.leg.br	3215-5526			295.jpg	4	Engenheiro Agrônomo e Produtor Rural	DF
296	LUIS TIBÉ	PTdoB	MG	não	FAVOR	https://www.facebook.com/luis.tibeii/	https://twitter.com/luistibe	https://www.instagram.com/luistibe/	dep.luistibe@camara.leg.br	3215-5632			296.jpg	4		DF
297	LUIZ CARLOS BUSATO	PTB	RS	sim	INDECISO	https://www.facebook.com/luizcarlosbusatoptb	https://twitter.com/Deputado_Busato	https://instagram.com/lcbusato/	dep.luizcarlosbusato@camara.leg.br	3215-5570			297.jpg	3	Arquiteto, Corretor de Imóveis	DF
298	LUIZ CARLOS HAULY	PSDB	PR	não	FAVOR	https://www.facebook.com/hauly45/	https://twitter.com/deputadohauly		dep.luizcarloshauly@camara.leg.br	3215-5220			298.jpg	4	Economista e Professor	DF
299	LUIZ CARLOS RAMOS	PTN	RJ	não	FAVOR	https://www.facebook.com/LuizCarlosRamos/	https://www.twitter.com/lcrbr		dep.luizcarlosramos@camara.leg.br	3215-5636			299.jpg	4		DF
300	LUIZ CLÁUDIO	PR	RO	não	INDECISO	https://www.facebook.com/deputadoluizclaudio			dep.luizclaudio@camara.leg.br	3215-5643			300.jpg	4	Professor(a),técnico Agrícola	DF
301	LUIZ COUTO	PT	PB	não	INDECISO	https://www.facebook.com/luizcoutopt/	https://twitter.com/luizcoutopt		dep.luizcouto@camara.leg.br	3215-5442			301.jpg	4	Professor Adjunto	DF
302	LUIZ FERNANDO FARIA	PP	MG	não	CONTRA	https://www.facebook.com/deputadoluizfernando/	https://twitter.com/depluizfernando		dep.luizfernandofaria@camara.leg.br	3215-5832			302.jpg	4	Engenheiro Mecânico, Agropecuarista, Empresário - Administração	DF
303	LUIZ LAURO FILHO	PSB	SP	não	INDECISO	https://www.facebook.com/luizlauro.filho/	https://twitter.com/luizlaurofilho	https://www.instagram.com/luizlaurofilho/	dep.luizlaurofilho@camara.leg.br	3215-5519			303.jpg	4	Publicitário	DF
304	LUIZ NISHIMORI	PR	PR	não	FAVOR	https://www.facebook.com/nishimoriluiz/	https://twitter.com/luiznishimori		dep.luiznishimori@camara.leg.br	3215-5907			304.jpg	4		DF
305	LUIZ SÉRGIO	PT	RJ	não	FAVOR	https://twitter.com/depluizsergio			dep.luizsergio@camara.leg.br	3215-5409			305.jpg	4	Delineador Naval	DF
306	LUIZA ERUNDINA	PSOL	SP	não	CONTRA	https://www.facebook.com/luizaerundina/	https://twitter.com/luiza_erundina	https://www.instagram.com/luizaerundina/	dep.luizaerundina@camara.leg.br	3215-5620			306.jpg	4	Assistente Social	DF
307	LUIZIANNE LINS	PT	CE	não	CONTRA	https://www.facebook.com/luizianneinstitucional	https://twitter.com/1313luizianne		dep.luiziannelins@camara.leg.br	3215-5713			307.jpg	4	Professora Universitária	DF
308	MACEDO	PP	CE	não	CONTRA	https://www.facebook.com/Deputado-Macedo-332526423613752/	https://twitter.com/DeputadoMacedo	https://www.instagram.com/deputadomacedo/	dep.macedo@camara.leg.br	3215-5214			308.jpg	4	Empresário	DF
309	MAGDA MOFATTO	PR	GO	não	INDECISO	https://www.facebook.com/MagdaMofattoH/	https://twitter.com/magdamurilllo		dep.magdamofatto@camara.leg.br	3215-5934			309.jpg	4		DF
310	MAINHA	PP	PI	não	FAVOR	https://www.facebook.com/MainhaOficial			dep.mainha@camara.leg.br	3215-5624			310.jpg	4		DF
311	MAJOR OLIMPIO	SD	SP	não	CONTRA	https://www.facebook.com/olimpio.major/	https://twitter.com/majorolimpio	https://www.instagram.com/majorolimpio/	dep.majorolimpio@camara.leg.br	3215-5279			311.jpg	3		DF
312	MANDETTA	DEM	MS	não	FAVOR	https://www.facebook.com/henriquemandetta	https://twitter.com/dep_mandetta	https://www.instagram.com/henriquemandetta/	dep.mandetta@camara.leg.br	3215-5577			312.jpg	3	Médico	DF
313	MANOEL JUNIOR	PMDB	PB	não	FAVOR	https://www.facebook.com/ManoelJuniorOficial/	https://twitter.com/depmanoeljunior	https://instagram.com/depmanoeljunior/	dep.manoeljunior@camara.leg.br	3215-5601			313.jpg	4	Médico	DF
314	MARA GABRILLI	PSDB	SP	não	INDECISO	https://www.facebook.com/maragabrilli/	https://twitter.com/maragabrilli	https://www.instagram.com/maragabrilli/	dep.maragabrilli@camara.leg.br	3215-5226			314.jpg	4	Psicóloga, Publicitária	DF
315	MARCELO AGUIAR	DEM	SP	não	FAVOR	https://www.facebook.com/marceloaguiarsp/	https://twitter.com/marceloaguiarma	https://www.instagram.com/marceloaguiarnews	dep.marceloaguiar@camara.leg.br	3215-5367			315.jpg	3	Músico	DF
316	MARCELO ÁLVARO ANTÔNIO	PR	MG	não	FAVOR	https://www.facebook.com/marceloalvaroantonio/	https://twitter.com/marceloalvaroan	https://www.instagram.com/marceloalvaroantonio	dep.marceloalvaroantonio@camara.leg.br	3215-5824			316.jpg	4	Empresário	DF
317	MARCELO ARO	PHS	MG	sim	FAVOR	https://www.facebook.com/marceloaro/	https://twitter.com/marceloaro	https://www.instagram.com/marceloaro/	dep.marceloaro@camara.leg.br	3215-5280			317.jpg	3	Jornalista	DF
318	MARCELO BELINATI	PP	PR	não	FAVOR	https://www.facebook.com/marcelobelinatimartins/	https://twitter.com/marcelobelinati	https://www.instagram.com/marcelobelinati_/	dep.marcelobelinati@camara.leg.br	3215-5268			318.jpg	3	Advogado(a),médico(a)	DF
319	MARCELO MATOS	PHS	RJ	não	INDECISO	https://www.facebook.com/deputadomarcelomatos/		https://instagram.com/deputadomarcelomatos/	dep.marcelomatos@camara.leg.br	3215-5579			319.jpg	3	Empresário	DF
320	MARCELO SQUASSONI	PRB	SP	sim	INDECISO	https://www.facebook.com/marcelo.squassoni			dep.marcelosquassoni@camara.leg.br	3215-5550			320.jpg	4	Bacharel Em Direito	DF
321	MARCIO ALVINO	PR	SP	não	INDECISO	https://www.facebook.com/marcioalvino/			dep.marcioalvino@camara.leg.br	3215-5331			321.jpg	4	Administrador	DF
322	MÁRCIO MARINHO	PRB	BA	não	INDECISO	https://www.facebook.com/deputadofederalmarciomarinho/	https://twitter.com/dpmarciomarinho	https://www.instagram.com/mcmmarinho/	dep.marciomarinho@camara.leg.br	3215-5326			322.jpg	4	Radialista	DF
323	MARCO MAIA	PT	RS	não	CONTRA	https://www.facebook.com/depmarcomaia	https://twitter.com/depmarcomaia		dep.marcomaia@camara.leg.br	3215-5964			324.jpg	1	Industriário (metalúrgico)	DF
324	MARCO TEBALDI	PSDB	SC	não	CONTRA	https://www.facebook.com/matebaldi	https://twitter.com/mtebaldi		dep.marcotebaldi@camara.leg.br	3215-5284			325.jpg	3	Engenheiro, Funcionário Público	DF
325	MARCON	PT	RS	não	FAVOR	https://www.facebook.com/deputadomarcon/	https://twitter.com/depmarcon		dep.marcon@camara.leg.br	3215-5569			326.jpg	3	Agricultor	DF
326	MARCONDES GADELHA	PSC	PB	não	CONTRA	https://www.facebook.com/marcondesgadelhaoficial/	https://twitter.com/marcondesg2020		dep.marcondesgadelha@camara.leg.br	3215-5611			327.jpg	4	Médico	DF
327	MARCOS ABRÃO	PPS	GO	não	FAVOR	https://www.facebook.com/MarcosAbrao/	https://twitter.com/marcosabraor	https://www.instagram.com/marcosabraororiz	dep.marcosabrao@camara.leg.br	3215-5375			328.jpg	3	Economista,empresário Na Área Pecuarista	DF
328	MARCOS MONTES	PSD	MG	sim	FAVOR	https://www.facebook.com/deputadomarcosmontes/	https://twitter.com/depmarcosmontes		dep.marcosmontes@camara.leg.br	3215-5334			329.jpg	4	Médico, Professor de Medicina, Médico do Trabalho	DF
329	MARCOS REATEGUI	PSC	AP	não	FAVOR	https://www.facebook.com/DepMarcosReategui	https://twitter.com/marcos_reategui	https://www.instagram.com/depmarcosreategui/	dep.marcosreategui@camara.leg.br	3215-5344			330.jpg	4		DF
330	MARCOS ROGÉRIO	DEM	RO	não	INDECISO	https://www.facebook.com/depmarcosrogerio/	https://twitter.com/marcosrogeriodf		dep.marcosrogerio@camara.leg.br	3215-5930			331.jpg	4		DF
331	MARCOS ROTTA	PMDB	AM	não	FAVOR	https://www.facebook.com/marcosrottaoficial/	https://twitter.com/marcosrotta	https://instagram.com/marcos_rotta/	dep.marcosrotta@camara.leg.br	3215-5333			332.jpg	4	Jornalista,publicitário	DF
332	MARCOS SOARES	DEM	RJ	não	FAVOR	https://www.facebook.com/DeputadoMarcosSoares/	https://twitter.com/marcossoaresdep		dep.marcossoares@camara.leg.br	3215-5741			333.jpg	4	Advogado(a)	DF
333	MARCUS PESTANA	PSDB	MG	não	FAVOR	https://www.facebook.com/depmarcuspestana	https://twitter.com/marcus_pestana		dep.marcuspestana@camara.leg.br	3215-5715			334.jpg	4	Economista, Professor Universitário	DF
334	MARCUS VICENTE	PP	ES	não	FAVOR	https://www.facebook.com/dep.marcusvicente	https://twitter.com/marcusvicentes		dep.marcusvicente@camara.leg.br	3215-5360			335.jpg	4	Advogado	DF
335	MARGARIDA SALOMÃO	PT	MG	não	FAVOR	https://www.facebook.com/jfmargarida	https://twitter.com/jfmargarida		dep.margaridasalomao@camara.leg.br	3215-5236			336.jpg	4		DF
336	MARIA DO ROSÁRIO	PT	RS	não	CONTRA	https://www.facebook.com/Maria-Do-Rosário-Nunes-154111111330577/	https://twitter.com/_mariadorosario		dep.mariadorosario@camara.leg.br	3215-5312			337.jpg	4	Professora	DF
337	MARIA HELENA	PSB	RR	não	CONTRA	https://www.facebook.com/deputadamariahelena			dep.mariahelena@camara.leg.br	3215-5410			338.jpg	4	Advogada	DF
338	MARIANA CARVALHO	PSDB	RO	não	FAVOR	https://www.facebook.com/marianacarvalho45	https://twitter.com/marianapsdb		dep.marianacarvalho@camara.leg.br	3215-5508			339.jpg	4	Bacharela Em Direito,médica	DF
339	MARINALDO ROSENDO	PSB	PE	não	FAVOR	https://www.facebook.com/marinaldo.rosendo/	https://twitter.com/marinaldorosend	https://instagram.com/marinaldorosendo/	dep.marinaldorosendo@camara.leg.br	3215-5827			340.jpg	4	Empresário	DF
340	MARINHA RAUPP	PMDB	RO	não	FAVOR	https://www.facebook.com/MarinhaRaupp	https://twitter.com/depmarinharaupp		dep.marinharaupp@camara.leg.br	3215-5614			341.jpg	4	Psicóloga, Técnica Em Assuntos Educacionais, Professora e Servidora Pública	DF
341	MÁRIO HERINGER	PDT	MG	não	INDECISO	https://www.facebook.com/deputadomarioheringer	https://twitter.com/mario_heringer	http://instagram.com/marioheringer	dep.marioheringer@camara.leg.br	3215-5211			342.jpg	4	Medico	DF
342	MÁRIO NEGROMONTE JR.	PP	BA	não	INDECISO	https://www.facebook.com/depmarionegromontejr/	https://twitter.com/depnegromontejr		dep.marionegromontejr@camara.leg.br	3215-5517			343.jpg	4	Bacharel Em Direito	DF
343	MARQUINHO MENDES	PMDB	RJ	não	INDECISO	https://www.facebook.com/marquinhomendes	https://twitter.com/mendesmarquinho		dep.marquinhomendes@camara.leg.br	3215-5727			344.jpg	4		DF
344	MARX BELTRÃO	PMDB	AL	não	FAVOR	https://www.facebook.com/MarxBeltrao			dep.marxbeltrao@camara.leg.br	3215-5474			345.jpg	3		DF
345	MAURÍCIO QUINTELLA LESSA	PR	AL	sim	INDECISO	https://www.facebook.com/mauricioquintella	https://twitter.com/depquintella		dep.mauricioquintellalessa@camara.leg.br	3215-5425			346.jpg	4	Servidor Público	DF
346	MAURO MARIANI	PMDB	SC	sim	CONTRA	https://www.facebook.com/deputadomauromariani/	https://twitter.com/mauro_mariani		dep.mauromariani@camara.leg.br	3215-5925			348.jpg	4	Diretor de Empresas	DF
347	MAURO PEREIRA	PMDB	RS	não	FAVOR	https://www.facebook.com/mauropereirapmdb/			dep.mauropereira@camara.leg.br	3215-5843			349.jpg	4		DF
348	MAX FILHO	PSDB	ES	não	FAVOR	https://www.facebook.com/max.maurofilho/	https://twitter.com/maxmaurofilho	https://www.instagram.com/maxmaurofilho/	dep.maxfilho@camara.leg.br	3215-5276			350.jpg	3		DF
349	MENDONÇA FILHO	DEM	PE	sim	FAVOR	https://www.facebook.com/mendoncafilhoPE	https://twitter.com/mendonca_filho	https://www.instagram.com/mendonca2525/	dep.mendoncafilho@camara.leg.br	3215-5314			351.jpg	4	Administrador de Empresas	DF
350	MIGUEL HADDAD	PSDB	SP	não	FAVOR	https://www.facebook.com/miguelmhaddad/	https://twitter.com/miguelmhaddad		dep.miguelhaddad@camara.leg.br	3215-5369			352.jpg	3	Advogado(a)	DF
351	MIGUEL LOMBARDI	PR	SP	não	FAVOR	https://www.facebook.com/miguellombardi.deputadofederal/			dep.miguellombardi@camara.leg.br	3215-5835			353.jpg	4	Corretor de Imóveis	DF
352	MILTON MONTI	PR	SP	não	INDECISO	https://www.facebook.com/deputadofederalmiltonmonti/		https://www.instagram.com/milton_monti/	dep.miltonmonti@camara.leg.br	3215-5328			354.jpg	4	Economista	DF
353	MIRO TEIXEIRA	REDE	RJ	não	INDECISO	https://www.facebook.com/Miro.teixeirapros90/	https://twitter.com/miroteixeira		dep.miroteixeira@camara.leg.br	3215-5270			355.jpg	3	Advogado	DF
354	MISAEL VARELLA	DEM	MG	não	FAVOR	https://www.facebook.com/deputadomisaelvarella/		https://www.instagram.com/misaelvarella/	dep.misaelvarella@camara.leg.br	3215-5721			356.jpg	4	Empresário	DF
